Learner,Email,Progress
Learner 4120,Learner 4120@example.com,90
Learner 4121,Learner 4121@example.com,94
Learner 4122,Learner 4122@example.com,90
Learner 4123,Learner 4123@example.com,94
Learner 4124,Learner 4124@example.com,94
Learner 4125,Learner 4125@example.com,88
Learner 4126,Learner 4126@example.com,96
Learner 4127,Learner 4127@example.com,98
Learner 4128,Learner 4128@example.com,96
Learner 4129,Learner 4129@example.com,90
Learner 4130,Learner 4130@example.com,86
Learner 4131,Learner 4131@example.com,96
Learner 4132,Learner 4132@example.com,86
Learner 4133,Learner 4133@example.com,96
Learner 4134,Learner 4134@example.com,86
Learner 4135,Learner 4135@example.com,74
Learner 4136,Learner 4136@example.com,22
Learner 4137,Learner 4137@example.com,64
Learner 4138,Learner 4138@example.com,6
Learner 4139,Learner 4139@example.com,40
Learner 4140,Learner 4140@example.com,62
Learner 4141,Learner 4141@example.com,60
Learner 4142,Learner 4142@example.com,44
Learner 4143,Learner 4143@example.com,42
Learner 4144,Learner 4144@example.com,24
Learner 4145,Learner 4145@example.com,48
Learner 4146,Learner 4146@example.com,46
Learner 4147,Learner 4147@example.com,72
Learner 4148,Learner 4148@example.com,30
Learner 4149,Learner 4149@example.com,20
Learner 4150,Learner 4150@example.com,78
Learner 4151,Learner 4151@example.com,64
Learner 4152,Learner 4152@example.com,54
Learner 4153,Learner 4153@example.com,50
Learner 4154,Learner 4154@example.com,50
Learner 4155,Learner 4155@example.com,54
Learner 4156,Learner 4156@example.com,56
Learner 4157,Learner 4157@example.com,38
Learner 4158,Learner 4158@example.com,50
Learner 4159,Learner 4159@example.com,40
Learner 4160,Learner 4160@example.com,16
Learner 4161,Learner 4161@example.com,78
Learner 4162,Learner 4162@example.com,34
Learner 4163,Learner 4163@example.com,60
Learner 4164,Learner 4164@example.com,30
Learner 4165,Learner 4165@example.com,82
Learner 4166,Learner 4166@example.com,82
Learner 4167,Learner 4167@example.com,80
Learner 4168,Learner 4168@example.com,78
Learner 4169,Learner 4169@example.com,62
Learner 4170,Learner 4170@example.com,70
Learner 4171,Learner 4171@example.com,84
Learner 4172,Learner 4172@example.com,74
Learner 4173,Learner 4173@example.com,98
Learner 4174,Learner 4174@example.com,98
Learner 4175,Learner 4175@example.com,82
Learner 4176,Learner 4176@example.com,84
Learner 4177,Learner 4177@example.com,84
Learner 4178,Learner 4178@example.com,72
Learner 4179,Learner 4179@example.com,76
Learner 4180,Learner 4180@example.com,74
Learner 4181,Learner 4181@example.com,72
Learner 4182,Learner 4182@example.com,88
Learner 4183,Learner 4183@example.com,78
Learner 4184,Learner 4184@example.com,86
Learner 4185,Learner 4185@example.com,72
Learner 4186,Learner 4186@example.com,88
Learner 4187,Learner 4187@example.com,80
Learner 4188,Learner 4188@example.com,74
Learner 4189,Learner 4189@example.com,74
Learner 4190,Learner 4190@example.com,92
Learner 4191,Learner 4191@example.com,86
Learner 4192,Learner 4192@example.com,74
Learner 4193,Learner 4193@example.com,98
Learner 4194,Learner 4194@example.com,86
Learner 4195,Learner 4195@example.com,86
Learner 4196,Learner 4196@example.com,72
Learner 4197,Learner 4197@example.com,82
Learner 4198,Learner 4198@example.com,68
Learner 4199,Learner 4199@example.com,76
Learner 4200,Learner 4200@example.com,64
Learner 4201,Learner 4201@example.com,60
Learner 4202,Learner 4202@example.com,98
Learner 4203,Learner 4203@example.com,92
Learner 4204,Learner 4204@example.com,90
Learner 4205,Learner 4205@example.com,88
Learner 4206,Learner 4206@example.com,74
Learner 4207,Learner 4207@example.com,90
Learner 4208,Learner 4208@example.com,70
Learner 4209,Learner 4209@example.com,78
Learner 4210,Learner 4210@example.com,78
Learner 4211,Learner 4211@example.com,74
Learner 4212,Learner 4212@example.com,86
Learner 4213,Learner 4213@example.com,82
Learner 4214,Learner 4214@example.com,68
Learner 4215,Learner 4215@example.com,68
Learner 4216,Learner 4216@example.com,80
Learner 4217,Learner 4217@example.com,96
Learner 4218,Learner 4218@example.com,94
Learner 4219,Learner 4219@example.com,88
Learner 4220,Learner 4220@example.com,84
Learner 4221,Learner 4221@example.com,94
Learner 4222,Learner 4222@example.com,96
Learner 4223,Learner 4223@example.com,86
Learner 4224,Learner 4224@example.com,96
Learner 4225,Learner 4225@example.com,84
Learner 4226,Learner 4226@example.com,90
Learner 4227,Learner 4227@example.com,94
Learner 4228,Learner 4228@example.com,90
Learner 4229,Learner 4229@example.com,94
Learner 4230,Learner 4230@example.com,94
Learner 4231,Learner 4231@example.com,88
Learner 4232,Learner 4232@example.com,96
Learner 4233,Learner 4233@example.com,98
Learner 4234,Learner 4234@example.com,96
Learner 4235,Learner 4235@example.com,90
Learner 4236,Learner 4236@example.com,86
Learner 4237,Learner 4237@example.com,96
Learner 4238,Learner 4238@example.com,86
Learner 4239,Learner 4239@example.com,96
Learner 4240,Learner 4240@example.com,86
Learner 4241,Learner 4241@example.com,74
Learner 4242,Learner 4242@example.com,22
Learner 4243,Learner 4243@example.com,64
Learner 4244,Learner 4244@example.com,6
Learner 4245,Learner 4245@example.com,40
Learner 4246,Learner 4246@example.com,62
Learner 4247,Learner 4247@example.com,60
Learner 4248,Learner 4248@example.com,44
Learner 4249,Learner 4249@example.com,42
Learner 4250,Learner 4250@example.com,24
Learner 4251,Learner 4251@example.com,48
Learner 4252,Learner 4252@example.com,46
Learner 4253,Learner 4253@example.com,72
Learner 4254,Learner 4254@example.com,30
Learner 4255,Learner 4255@example.com,20
Learner 4256,Learner 4256@example.com,78
Learner 4257,Learner 4257@example.com,64
Learner 4258,Learner 4258@example.com,54
Learner 4259,Learner 4259@example.com,50
Learner 4260,Learner 4260@example.com,50
Learner 4261,Learner 4261@example.com,54
Learner 4262,Learner 4262@example.com,56
Learner 4263,Learner 4263@example.com,38
Learner 4264,Learner 4264@example.com,50
Learner 4265,Learner 4265@example.com,40
Learner 4266,Learner 4266@example.com,16
Learner 4267,Learner 4267@example.com,78
Learner 4268,Learner 4268@example.com,34
Learner 4269,Learner 4269@example.com,60
Learner 4270,Learner 4270@example.com,30
Learner 4271,Learner 4271@example.com,82
Learner 4272,Learner 4272@example.com,82
Learner 4273,Learner 4273@example.com,80
Learner 4274,Learner 4274@example.com,78
Learner 4275,Learner 4275@example.com,62
Learner 4276,Learner 4276@example.com,70
Learner 4277,Learner 4277@example.com,84
Learner 4278,Learner 4278@example.com,74
Learner 4279,Learner 4279@example.com,98
Learner 4280,Learner 4280@example.com,98
Learner 4281,Learner 4281@example.com,82
Learner 4282,Learner 4282@example.com,84
Learner 4283,Learner 4283@example.com,84
Learner 4284,Learner 4284@example.com,72
Learner 4285,Learner 4285@example.com,76
Learner 4286,Learner 4286@example.com,74
Learner 4287,Learner 4287@example.com,72
Learner 4288,Learner 4288@example.com,88
Learner 4289,Learner 4289@example.com,78
Learner 4290,Learner 4290@example.com,86
Learner 4291,Learner 4291@example.com,72
Learner 4292,Learner 4292@example.com,88
Learner 4293,Learner 4293@example.com,80
Learner 4294,Learner 4294@example.com,74
Learner 4295,Learner 4295@example.com,74
Learner 4296,Learner 4296@example.com,92
Learner 4297,Learner 4297@example.com,86
Learner 4298,Learner 4298@example.com,74
Learner 4299,Learner 4299@example.com,98
Learner 4300,Learner 4300@example.com,86
Learner 4301,Learner 4301@example.com,86
Learner 4302,Learner 4302@example.com,72
Learner 4303,Learner 4303@example.com,82
Learner 4304,Learner 4304@example.com,68
Learner 4305,Learner 4305@example.com,76
Learner 4306,Learner 4306@example.com,64
Learner 4307,Learner 4307@example.com,60
Learner 4308,Learner 4308@example.com,98
Learner 4309,Learner 4309@example.com,92
Learner 4310,Learner 4310@example.com,90
Learner 4311,Learner 4311@example.com,88
Learner 4312,Learner 4312@example.com,74
Learner 4313,Learner 4313@example.com,90
Learner 4314,Learner 4314@example.com,70
Learner 4315,Learner 4315@example.com,78
Learner 4316,Learner 4316@example.com,78
Learner 4317,Learner 4317@example.com,74
Learner 4318,Learner 4318@example.com,86
Learner 4319,Learner 4319@example.com,82
Learner 4320,Learner 4320@example.com,68
Learner 4321,Learner 4321@example.com,68
Learner 4322,Learner 4322@example.com,80
Learner 4323,Learner 4323@example.com,96
Learner 4324,Learner 4324@example.com,94
Learner 4325,Learner 4325@example.com,88
Learner 4326,Learner 4326@example.com,84
Learner 4327,Learner 4327@example.com,94
Learner 4328,Learner 4328@example.com,96
Learner 4329,Learner 4329@example.com,86
Learner 4330,Learner 4330@example.com,96
Learner 4331,Learner 4331@example.com,84
Learner 4332,Learner 4332@example.com,90
Learner 4333,Learner 4333@example.com,94
Learner 4334,Learner 4334@example.com,90
Learner 4335,Learner 4335@example.com,94
Learner 4336,Learner 4336@example.com,94
Learner 4337,Learner 4337@example.com,88
Learner 4338,Learner 4338@example.com,96
Learner 4339,Learner 4339@example.com,98
Learner 4340,Learner 4340@example.com,96
Learner 4341,Learner 4341@example.com,90
Learner 4342,Learner 4342@example.com,86
Learner 4343,Learner 4343@example.com,96
Learner 4344,Learner 4344@example.com,86
Learner 4345,Learner 4345@example.com,96
Learner 4346,Learner 4346@example.com,86
Learner 4347,Learner 4347@example.com,74
Learner 4348,Learner 4348@example.com,22
Learner 4349,Learner 4349@example.com,64
Learner 4350,Learner 4350@example.com,6
Learner 4351,Learner 4351@example.com,40
Learner 4352,Learner 4352@example.com,62
Learner 4353,Learner 4353@example.com,60
Learner 4354,Learner 4354@example.com,44
Learner 4355,Learner 4355@example.com,42
Learner 4356,Learner 4356@example.com,24
Learner 4357,Learner 4357@example.com,48
Learner 4358,Learner 4358@example.com,46
Learner 4359,Learner 4359@example.com,72
Learner 4360,Learner 4360@example.com,30
Learner 4361,Learner 4361@example.com,20
Learner 4362,Learner 4362@example.com,78
Learner 4363,Learner 4363@example.com,64
Learner 4364,Learner 4364@example.com,54
Learner 4365,Learner 4365@example.com,50
Learner 4366,Learner 4366@example.com,50
Learner 4367,Learner 4367@example.com,54
Learner 4368,Learner 4368@example.com,56
Learner 4369,Learner 4369@example.com,38
Learner 4370,Learner 4370@example.com,50
Learner 4371,Learner 4371@example.com,40
Learner 4372,Learner 4372@example.com,16
Learner 4373,Learner 4373@example.com,78
Learner 4374,Learner 4374@example.com,34
Learner 4375,Learner 4375@example.com,60
Learner 4376,Learner 4376@example.com,30
Learner 4377,Learner 4377@example.com,82
Learner 4378,Learner 4378@example.com,82
Learner 4379,Learner 4379@example.com,80
Learner 4380,Learner 4380@example.com,78
Learner 4381,Learner 4381@example.com,62
Learner 4382,Learner 4382@example.com,70
Learner 4383,Learner 4383@example.com,84
Learner 4384,Learner 4384@example.com,74
Learner 4385,Learner 4385@example.com,98
Learner 4386,Learner 4386@example.com,98
Learner 4387,Learner 4387@example.com,82
Learner 4388,Learner 4388@example.com,84
Learner 4389,Learner 4389@example.com,84
Learner 4390,Learner 4390@example.com,72
Learner 4391,Learner 4391@example.com,76
Learner 4392,Learner 4392@example.com,74
Learner 4393,Learner 4393@example.com,72
Learner 4394,Learner 4394@example.com,88
Learner 4395,Learner 4395@example.com,78
Learner 4396,Learner 4396@example.com,86
Learner 4397,Learner 4397@example.com,72
Learner 4398,Learner 4398@example.com,88
Learner 4399,Learner 4399@example.com,80
Learner 4400,Learner 4400@example.com,74
Learner 4401,Learner 4401@example.com,74
Learner 4402,Learner 4402@example.com,92
Learner 4403,Learner 4403@example.com,86
Learner 4404,Learner 4404@example.com,74
Learner 4405,Learner 4405@example.com,98
Learner 4406,Learner 4406@example.com,86
Learner 4407,Learner 4407@example.com,86
Learner 4408,Learner 4408@example.com,72
Learner 4409,Learner 4409@example.com,82
Learner 4410,Learner 4410@example.com,68
Learner 4411,Learner 4411@example.com,76
Learner 4412,Learner 4412@example.com,64
Learner 4413,Learner 4413@example.com,60
Learner 4414,Learner 4414@example.com,98
Learner 4415,Learner 4415@example.com,92
Learner 4416,Learner 4416@example.com,90
Learner 4417,Learner 4417@example.com,88
Learner 4418,Learner 4418@example.com,74
Learner 4419,Learner 4419@example.com,90
Learner 4420,Learner 4420@example.com,70
Learner 4421,Learner 4421@example.com,78
Learner 4422,Learner 4422@example.com,78
Learner 4423,Learner 4423@example.com,74
Learner 4424,Learner 4424@example.com,86
Learner 4425,Learner 4425@example.com,82
Learner 4426,Learner 4426@example.com,68
Learner 4427,Learner 4427@example.com,68
Learner 4428,Learner 4428@example.com,80
Learner 4429,Learner 4429@example.com,96
Learner 4430,Learner 4430@example.com,94
Learner 4431,Learner 4431@example.com,88
Learner 4432,Learner 4432@example.com,84
Learner 4433,Learner 4433@example.com,94
Learner 4434,Learner 4434@example.com,96
Learner 4435,Learner 4435@example.com,86
Learner 4436,Learner 4436@example.com,96
Learner 4437,Learner 4437@example.com,84
Learner 4438,Learner 4438@example.com,90
Learner 4439,Learner 4439@example.com,94
Learner 4440,Learner 4440@example.com,90
Learner 4441,Learner 4441@example.com,94
Learner 4442,Learner 4442@example.com,94
Learner 4443,Learner 4443@example.com,88
Learner 4444,Learner 4444@example.com,96
Learner 4445,Learner 4445@example.com,98
Learner 4446,Learner 4446@example.com,96
Learner 4447,Learner 4447@example.com,90
Learner 4448,Learner 4448@example.com,86
Learner 4449,Learner 4449@example.com,96
Learner 4450,Learner 4450@example.com,86
Learner 4451,Learner 4451@example.com,96
Learner 4452,Learner 4452@example.com,86
Learner 4453,Learner 4453@example.com,74
Learner 4454,Learner 4454@example.com,22
Learner 4455,Learner 4455@example.com,64
Learner 4456,Learner 4456@example.com,6
Learner 4457,Learner 4457@example.com,40
Learner 4458,Learner 4458@example.com,62
Learner 4459,Learner 4459@example.com,60
Learner 4460,Learner 4460@example.com,44
Learner 4461,Learner 4461@example.com,42
Learner 4462,Learner 4462@example.com,24
Learner 4463,Learner 4463@example.com,48
Learner 4464,Learner 4464@example.com,46
Learner 4465,Learner 4465@example.com,72
Learner 4466,Learner 4466@example.com,30
Learner 4467,Learner 4467@example.com,20
Learner 4468,Learner 4468@example.com,78
Learner 4469,Learner 4469@example.com,64
Learner 4470,Learner 4470@example.com,54
Learner 4471,Learner 4471@example.com,50
Learner 4472,Learner 4472@example.com,50
Learner 4473,Learner 4473@example.com,54
Learner 4474,Learner 4474@example.com,56
Learner 4475,Learner 4475@example.com,38
Learner 4476,Learner 4476@example.com,50
Learner 4477,Learner 4477@example.com,40
Learner 4478,Learner 4478@example.com,16
Learner 4479,Learner 4479@example.com,78
Learner 4480,Learner 4480@example.com,34
Learner 4481,Learner 4481@example.com,60
Learner 4482,Learner 4482@example.com,30
Learner 4483,Learner 4483@example.com,82
Learner 4484,Learner 4484@example.com,82
Learner 4485,Learner 4485@example.com,80
Learner 4486,Learner 4486@example.com,78
Learner 4487,Learner 4487@example.com,62
Learner 4488,Learner 4488@example.com,70
Learner 4489,Learner 4489@example.com,84
Learner 4490,Learner 4490@example.com,74
Learner 4491,Learner 4491@example.com,98
Learner 4492,Learner 4492@example.com,98
