username,email,Knowledge Check 1,Knowledge Check 2,Final Exam,Total,Last visit,Stuck
learner3998,learner3998@example.com,90,60,80,78,,
learner3999,learner3999@example.com,60,70,80,74,,
learner4000,learner4000@example.com,90,70,90,86,,
learner4001,learner4001@example.com,100,100,70,82,,
learner4002,learner4002@example.com,60,100,60,68,,
learner4003,learner4003@example.com,90,70,60,68,,
learner4004,learner4004@example.com,80,80,80,80,,
learner4005,learner4005@example.com,80,100,100,96,,
learner4006,learner4006@example.com,80,90,100,94,,
learner4007,learner4007@example.com,100,100,80,88,,
learner4008,learner4008@example.com,90,90,80,84,,
learner4009,learner4009@example.com,80,90,100,94,,
learner4010,learner4010@example.com,90,90,100,96,,
learner4011,learner4011@example.com,80,80,90,86,,
learner4012,learner4012@example.com,100,80,100,96,,
learner4013,learner4013@example.com,80,100,80,84,,
learner4014,learner4014@example.com,80,100,90,90,,
learner4015,learner4015@example.com,80,90,100,94,,
learner4016,learner4016@example.com,100,80,90,90,,
learner4017,learner4017@example.com,80,90,100,94,,
learner4018,learner4018@example.com,100,100,90,94,,
learner4019,learner4019@example.com,80,90,90,88,,
learner4020,learner4020@example.com,80,100,100,96,,
learner4021,learner4021@example.com,90,100,100,98,,
learner4022,learner4022@example.com,80,100,100,96,,
learner4023,learner4023@example.com,80,100,90,90,,
learner4024,learner4024@example.com,100,90,80,86,,
learner4025,learner4025@example.com,80,100,100,96,,
learner4026,learner4026@example.com,90,100,80,86,,
learner4027,learner4027@example.com,100,80,100,96,,
learner4028,learner4028@example.com,90,100,80,86,,
learner4029,learner4029@example.com,90,70,70,74,,
learner4030,learner4030@example.com,40,40,10,22,,
learner4031,learner4031@example.com,70,10,80,64,,
learner4032,learner4032@example.com,0,30,0,6,,
learner4033,learner4033@example.com,20,90,30,40,,
learner4034,learner4034@example.com,0,70,80,62,,
learner4035,learner4035@example.com,0,30,90,60,,
learner4036,learner4036@example.com,0,40,60,44,,
learner4037,learner4037@example.com,0,90,40,42,,
learner4038,learner4038@example.com,40,20,20,24,,
learner4039,learner4039@example.com,60,90,30,48,,
learner4040,learner4040@example.com,90,80,20,46,,
learner4041,learner4041@example.com,100,20,80,72,,
learner4042,learner4042@example.com,80,10,20,30,,
learner4043,learner4043@example.com,10,90,0,20,,
learner4044,learner4044@example.com,50,40,100,78,,
learner4045,learner4045@example.com,10,40,90,64,,
learner4046,learner4046@example.com,60,90,40,54,,
learner4047,learner4047@example.com,40,30,60,50,,
learner4048,learner4048@example.com,70,0,60,50,,
learner4049,learner4049@example.com,20,100,50,54,,
learner4050,learner4050@example.com,10,30,80,56,,
learner4051,learner4051@example.com,90,10,30,38,,
learner4052,learner4052@example.com,10,90,50,50,,
learner4053,learner4053@example.com,80,90,10,40,,
learner4054,learner4054@example.com,40,40,0,16,,
learner4055,learner4055@example.com,90,0,100,78,,
learner4056,learner4056@example.com,30,20,40,34,,
learner4057,learner4057@example.com,50,100,50,60,,
learner4058,learner4058@example.com,50,100,0,30,,
learner4059,learner4059@example.com,80,60,90,82,,
learner4060,learner4060@example.com,80,60,90,82,,
learner4061,learner4061@example.com,60,70,90,80,,
learner4062,learner4062@example.com,60,60,90,78,,
learner4063,learner4063@example.com,60,70,60,62,,
learner4064,learner4064@example.com,100,70,60,70,,
learner4065,learner4065@example.com,80,70,90,84,,
learner4066,learner4066@example.com,90,100,60,74,,
learner4067,learner4067@example.com,100,90,100,98,,
learner4068,learner4068@example.com,90,100,100,98,,
learner4069,learner4069@example.com,70,70,90,82,,
learner4070,learner4070@example.com,80,70,90,84,,
learner4071,learner4071@example.com,100,80,80,84,,
learner4072,learner4072@example.com,60,60,80,72,,
learner4073,learner4073@example.com,80,90,70,76,,
learner4074,learner4074@example.com,100,60,70,74,,
learner4075,learner4075@example.com,80,70,70,72,,
learner4076,learner4076@example.com,80,90,90,88,,
learner4077,learner4077@example.com,80,70,80,78,,
learner4078,learner4078@example.com,90,100,80,86,,
learner4079,learner4079@example.com,90,60,70,72,,
learner4080,learner4080@example.com,100,70,90,88,,
learner4081,learner4081@example.com,90,100,70,80,,
learner4082,learner4082@example.com,60,100,70,74,,
learner4083,learner4083@example.com,60,100,70,74,,
learner4084,learner4084@example.com,100,60,100,92,,
learner4085,learner4085@example.com,90,70,90,86,,
learner4086,learner4086@example.com,90,70,70,74,,
learner4087,learner4087@example.com,90,100,100,98,,
learner4088,learner4088@example.com,100,60,90,86,,
learner4089,learner4089@example.com,90,70,90,86,,
learner4090,learner4090@example.com,80,100,60,72,,
learner4091,learner4091@example.com,100,100,70,82,,
learner4092,learner4092@example.com,80,80,60,68,,
learner4093,learner4093@example.com,80,60,80,76,,
learner4094,learner4094@example.com,80,60,60,64,,
learner4095,learner4095@example.com,60,60,60,60,,
learner4096,learner4096@example.com,100,90,100,98,,
learner4097,learner4097@example.com,100,60,100,92,,
learner4098,learner4098@example.com,80,100,90,90,,
learner4099,learner4099@example.com,100,100,80,88,,
learner4100,learner4100@example.com,70,60,80,74,,
learner4101,learner4101@example.com,100,80,90,90,,
learner4102,learner4102@example.com,80,60,70,70,,
learner4103,learner4103@example.com,80,100,70,78,,
learner4104,learner4104@example.com,90,60,80,78,,
learner4105,learner4105@example.com,60,70,80,74,,
learner4106,learner4106@example.com,90,70,90,86,,
learner4107,learner4107@example.com,100,100,70,82,,
learner4108,learner4108@example.com,60,100,60,68,,
learner4109,learner4109@example.com,90,70,60,68,,
learner4110,learner4110@example.com,80,80,80,80,,
learner4111,learner4111@example.com,80,100,100,96,,
learner4112,learner4112@example.com,80,90,100,94,,
learner4113,learner4113@example.com,100,100,80,88,,
learner4114,learner4114@example.com,90,90,80,84,,
learner4115,learner4115@example.com,80,90,100,94,,
learner4116,learner4116@example.com,90,90,100,96,,
learner4117,learner4117@example.com,80,80,90,86,,
learner4118,learner4118@example.com,100,80,100,96,,
learner4119,learner4119@example.com,80,100,80,84,,
learner4120,learner4120@example.com,80,100,90,90,,
learner4121,learner4121@example.com,80,90,100,94,,
learner4122,learner4122@example.com,100,80,90,90,,
learner4123,learner4123@example.com,80,90,100,94,,
learner4124,learner4124@example.com,100,100,90,94,,
learner4125,learner4125@example.com,80,90,90,88,,
learner4126,learner4126@example.com,80,100,100,96,,
learner4127,learner4127@example.com,90,100,100,98,,
learner4128,learner4128@example.com,80,100,100,96,,
learner4129,learner4129@example.com,80,100,90,90,,
learner4130,learner4130@example.com,100,90,80,86,,
learner4131,learner4131@example.com,80,100,100,96,,
learner4132,learner4132@example.com,90,100,80,86,,
learner4133,learner4133@example.com,100,80,100,96,,
learner4134,learner4134@example.com,90,100,80,86,,
learner4135,learner4135@example.com,90,70,70,74,,
learner4136,learner4136@example.com,40,40,10,22,,
learner4137,learner4137@example.com,70,10,80,64,,
learner4138,learner4138@example.com,0,30,0,6,,
learner4139,learner4139@example.com,20,90,30,40,,
learner4140,learner4140@example.com,0,70,80,62,,
learner4141,learner4141@example.com,0,30,90,60,,
learner4142,learner4142@example.com,0,40,60,44,,
learner4143,learner4143@example.com,0,90,40,42,,
learner4144,learner4144@example.com,40,20,20,24,,
learner4145,learner4145@example.com,60,90,30,48,,
learner4146,learner4146@example.com,90,80,20,46,,
learner4147,learner4147@example.com,100,20,80,72,,
learner4148,learner4148@example.com,80,10,20,30,,
learner4149,learner4149@example.com,10,90,0,20,,
learner4150,learner4150@example.com,50,40,100,78,,
learner4151,learner4151@example.com,10,40,90,64,,
learner4152,learner4152@example.com,60,90,40,54,,
learner4153,learner4153@example.com,40,30,60,50,,
learner4154,learner4154@example.com,70,0,60,50,,
learner4155,learner4155@example.com,20,100,50,54,,
learner4156,learner4156@example.com,10,30,80,56,,
learner4157,learner4157@example.com,90,10,30,38,,
learner4158,learner4158@example.com,10,90,50,50,,
learner4159,learner4159@example.com,80,90,10,40,,
learner4160,learner4160@example.com,40,40,0,16,,
learner4161,learner4161@example.com,90,0,100,78,,
learner4162,learner4162@example.com,30,20,40,34,,
learner4163,learner4163@example.com,50,100,50,60,,
learner4164,learner4164@example.com,50,100,0,30,,
learner4165,learner4165@example.com,80,60,90,82,,
learner4166,learner4166@example.com,80,60,90,82,,
learner4167,learner4167@example.com,60,70,90,80,,
learner4168,learner4168@example.com,60,60,90,78,,
learner4169,learner4169@example.com,60,70,60,62,,
learner4170,learner4170@example.com,100,70,60,70,,
learner4171,learner4171@example.com,80,70,90,84,,
learner4172,learner4172@example.com,90,100,60,74,,
learner4173,learner4173@example.com,100,90,100,98,,
learner4174,learner4174@example.com,90,100,100,98,,
learner4175,learner4175@example.com,70,70,90,82,,
learner4176,learner4176@example.com,80,70,90,84,,
learner4177,learner4177@example.com,100,80,80,84,,
learner4178,learner4178@example.com,60,60,80,72,,
learner4179,learner4179@example.com,80,90,70,76,,
learner4180,learner4180@example.com,100,60,70,74,,
learner4181,learner4181@example.com,80,70,70,72,,
learner4182,learner4182@example.com,80,90,90,88,,
learner4183,learner4183@example.com,80,70,80,78,,
learner4184,learner4184@example.com,90,100,80,86,,
learner4185,learner4185@example.com,90,60,70,72,,
learner4186,learner4186@example.com,100,70,90,88,,
learner4187,learner4187@example.com,90,100,70,80,,
learner4188,learner4188@example.com,60,100,70,74,,
learner4189,learner4189@example.com,60,100,70,74,,
learner4190,learner4190@example.com,100,60,100,92,,
learner4191,learner4191@example.com,90,70,90,86,,
learner4192,learner4192@example.com,90,70,70,74,,
learner4193,learner4193@example.com,90,100,100,98,,
learner4194,learner4194@example.com,100,60,90,86,,
learner4195,learner4195@example.com,90,70,90,86,,
learner4196,learner4196@example.com,80,100,60,72,,
learner4197,learner4197@example.com,100,100,70,82,,
learner4198,learner4198@example.com,80,80,60,68,,
learner4199,learner4199@example.com,80,60,80,76,,
learner4200,learner4200@example.com,80,60,60,64,,
learner4201,learner4201@example.com,60,60,60,60,,
learner4202,learner4202@example.com,100,90,100,98,,
learner4203,learner4203@example.com,100,60,100,92,,
learner4204,learner4204@example.com,80,100,90,90,,
learner4205,learner4205@example.com,100,100,80,88,,
learner4206,learner4206@example.com,70,60,80,74,,
learner4207,learner4207@example.com,100,80,90,90,,
learner4208,learner4208@example.com,80,60,70,70,,
learner4209,learner4209@example.com,80,100,70,78,,
learner4210,learner4210@example.com,90,60,80,78,,
learner4211,learner4211@example.com,60,70,80,74,,
learner4212,learner4212@example.com,90,70,90,86,,
learner4213,learner4213@example.com,100,100,70,82,,
learner4214,learner4214@example.com,60,100,60,68,,
learner4215,learner4215@example.com,90,70,60,68,,
learner4216,learner4216@example.com,80,80,80,80,,
learner4217,learner4217@example.com,80,100,100,96,,
learner4218,learner4218@example.com,80,90,100,94,,
learner4219,learner4219@example.com,100,100,80,88,,
learner4220,learner4220@example.com,90,90,80,84,,
learner4221,learner4221@example.com,80,90,100,94,,
learner4222,learner4222@example.com,90,90,100,96,,
learner4223,learner4223@example.com,80,80,90,86,,
learner4224,learner4224@example.com,100,80,100,96,,
learner4225,learner4225@example.com,80,100,80,84,,
learner4226,learner4226@example.com,80,100,90,90,,
learner4227,learner4227@example.com,80,90,100,94,,
learner4228,learner4228@example.com,100,80,90,90,,
learner4229,learner4229@example.com,80,90,100,94,,
learner4230,learner4230@example.com,100,100,90,94,,
learner4231,learner4231@example.com,80,90,90,88,,
learner4232,learner4232@example.com,80,100,100,96,,
learner4233,learner4233@example.com,90,100,100,98,,
learner4234,learner4234@example.com,80,100,100,96,,
learner4235,learner4235@example.com,80,100,90,90,,
learner4236,learner4236@example.com,100,90,80,86,,
learner4237,learner4237@example.com,80,100,100,96,,
learner4238,learner4238@example.com,90,100,80,86,,
learner4239,learner4239@example.com,100,80,100,96,,
learner4240,learner4240@example.com,90,100,80,86,,
learner4241,learner4241@example.com,90,70,70,74,,
learner4242,learner4242@example.com,40,40,10,22,,
learner4243,learner4243@example.com,70,10,80,64,,
learner4244,learner4244@example.com,0,30,0,6,,
learner4245,learner4245@example.com,20,90,30,40,,
learner4246,learner4246@example.com,0,70,80,62,,
learner4247,learner4247@example.com,0,30,90,60,,
learner4248,learner4248@example.com,0,40,60,44,,
learner4249,learner4249@example.com,0,90,40,42,,
learner4250,learner4250@example.com,40,20,20,24,,
learner4251,learner4251@example.com,60,90,30,48,,
learner4252,learner4252@example.com,90,80,20,46,,
learner4253,learner4253@example.com,100,20,80,72,,
learner4254,learner4254@example.com,80,10,20,30,,
learner4255,learner4255@example.com,10,90,0,20,,
learner4256,learner4256@example.com,50,40,100,78,,
learner4257,learner4257@example.com,10,40,90,64,,
learner4258,learner4258@example.com,60,90,40,54,,
learner4259,learner4259@example.com,40,30,60,50,,
learner4260,learner4260@example.com,70,0,60,50,,
learner4261,learner4261@example.com,20,100,50,54,,
learner4262,learner4262@example.com,10,30,80,56,,
learner4263,learner4263@example.com,90,10,30,38,,
learner4264,learner4264@example.com,10,90,50,50,,
learner4265,learner4265@example.com,80,90,10,40,,
learner4266,learner4266@example.com,40,40,0,16,,
learner4267,learner4267@example.com,90,0,100,78,,
learner4268,learner4268@example.com,30,20,40,34,,
learner4269,learner4269@example.com,50,100,50,60,,
learner4270,learner4270@example.com,50,100,0,30,,
learner4271,learner4271@example.com,80,60,90,82,,
learner4272,learner4272@example.com,80,60,90,82,,
learner4273,learner4273@example.com,60,70,90,80,,
learner4274,learner4274@example.com,60,60,90,78,,
learner4275,learner4275@example.com,60,70,60,62,,
learner4276,learner4276@example.com,100,70,60,70,,
learner4277,learner4277@example.com,80,70,90,84,,
learner4278,learner4278@example.com,90,100,60,74,,
learner4279,learner4279@example.com,100,90,100,98,,
learner4280,learner4280@example.com,90,100,100,98,,
learner4281,learner4281@example.com,70,70,90,82,,
learner4282,learner4282@example.com,80,70,90,84,,
learner4283,learner4283@example.com,100,80,80,84,,
learner4284,learner4284@example.com,60,60,80,72,,
learner4285,learner4285@example.com,80,90,70,76,,
learner4286,learner4286@example.com,100,60,70,74,,
learner4287,learner4287@example.com,80,70,70,72,,
learner4288,learner4288@example.com,80,90,90,88,,
learner4289,learner4289@example.com,80,70,80,78,,
learner4290,learner4290@example.com,90,100,80,86,,
